ID,IMDB ID,Title,Original Title,Spoken Languages,Collection,Release Date,Genres,Tagline,Overview,Runtime,Production Companies,Production Countries,Budget,Revenue,Vote Average,Vote Count,Popularity,Homepage,Status,Poster Path
209112,tt2975590,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,English,Man of Steel Collection,2016-03-23,"Action, Adventure, Fantasy",Justice or revenge,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",151 mins,"DC Comics, Atlas Entertainment, Warner Bros., DC Entertainment, Cruel & Unusual Films, RatPac-Dune Entertainment",United States of America,"250,000,000","873,260,194",5.7,"7,189",31.435879,http://www.batmanvsupermandawnofjustice.com/,Released,/cGOPbv9wA5gEejkUN892JrveARt.jpg
115290,tt2287663,Blue Lagoon: The Awakening,Blue Lagoon: The Awakening,English,The Blue Lagoon collection,2012-06-16,"Drama, Adventure, Romance",The Awakening,Two high school students become stranded on a tropical island and must rely on each other for survival. They learn more about themselves and each other while falling in love.,85 mins,"Storyline Entertainment, PeaceOut Productions, Sony Pictures Television, Silver Screen Pictures",United States of America,0,0,6.2,294,10.751964,http://www.lifetime.com,Released,/vg6SIzh3YbgvddmGE6vRbaDlsqD.jpg
335970,tt4126340,Joe Dirt 2: Beautiful Loser,Joe Dirt 2: Beautiful Loser,English,Joe Dirt Collection,2015-07-16,Comedy,Go Hick Yourself,"When happy family man Joe Dirt finds himself transported to the recent past, he begins an epic journey to get back to his loved ones in the present.",107 mins,Happy Madison Productions,United States of America,0,0,4.3,45,4.625603,http://www.crackle.com/c/joe-dirt-2-beautiful-loser,Released,/A9lBzMw1tOtMb8QZ2kob1edS8tf.jpg
348191,tt3317562,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II,,Hellraiser Collection,2015-06-18,"Horror, Documentary",They Have Such Sights To Show You,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II is a feature length documentary uncovering the history and the making of Clive Barker's Hellraiser and Hellbound: Hellraiser II films.,476 mins,,,0,0,5.0,2,1.30706,http://www.leviathan-hellraiser.co.uk,Released,/9fmDo7dCup5iUZLooLJD2j6GKxa.jpg
47292,tt1160525,Pokémon: Giratina and the Sky Warrior,Gekijô ban poketto monsutâ: Daiyamondo & Pâru - Giratina to sora no hanataba Sheimi,日本語,Pokémon Collection,2008-07-19,"Adventure, Animation, Family","In a Reverse World, A Legendary Battle Rages On...","The film opens with Shaymin as Dialga appears. Then, in the Reverse or Distortion World Giratina senses Dialga's presence, and flies up to the Real World to capture him. Dialga drinks, just as Giratina's portal opens up. Giratina then drags Dialga into the Reverse World. Shaymin is also catapulted into the Reverse World. As Dialga and Giratina fight, Zero observes the battle in his ship. Shaymin absorbs a dark gas and uses ""Seed Flare,"" tearing a hole in the Reverse World and escaping. Dialga fires a laser at Giratina, enveloping her in a time loop and trapping her in the Reverse World. As Dialga escapes, Shaymin falls into a river.",96 mins,,Japan,0,0,6.6,33,2.197789,http://www.pokemongiratina.com,Released,/jluzl3scaiz35fMX49LWChPSjj.jpg
283445,tt2752772,Sinister 2,Sinister 2,English,Sinister Collection,2015-08-19,Horror,"Be careful, children at play.",A young mother and her twin sons move into a rural house that's marked for death.,97 mins,"Alliance Films, Blumhouse Productions, IM Global, Automatik Entertainment, Entertainment One, Tank Caterpillar, Steady Aim",United States of America,"10,000,000","52,882,018",5.5,605,17.602928,http://www.sinistermovie.com/,Released,/AeJYo2wLVL6NpkHxpWIptGbQD0N.jpg
23903,tt1350484,Curious George 2: Follow That Monkey!,Curious George 2: Follow That Monkey!,English,Curious George Collection,2009-10-27,"Animation, Family",Show me the Monkey!,"The film chronicles George's adventures as he befriends Kayla, a baby elephant, at a magic circus show and helps her travel across the country to be reunited with her family.Accompanied by his friend, the Man with the Yellow Hat, George travels by foot, train, and truck to reach Kayla's brother and sister in California, only to be accused of elephant-napping and brought all the way back to New York.",80 mins,"Imagine Entertainment, Universal Animation Studios, Toon City",United States of America,0,0,6.1,7,2.24177,http://curiousgeorgedvd.com/index2.html,Released,/hLDajpHfhAGp6vr9HZPezonJlK4.jpg
193502,tt2315236,Library Wars,図書館戦争,日本語,Library Wars Collection,2013-04-26,"Romance, Action, Fantasy",I want to protect books just like the one I admire,"Set in the year 2019 in Japan. In order to crack down on free expression, a new law is passed, which allows for the government to create an armed force to find and destroy objectionable printed material. Meanwhile, to oppose this oppressive crackdown, the Library Force is created. The Library force, including instructor Atsushi Dojo and Iku Kasahara, work to protect the libraries. A fierce battle then ensues between these two groups.",128 mins,"Tokyo Broadcasting System (TBS), WoWow, Toho, Hokkaido Broadcasting Co.",Japan,0,0,5.5,3,0.433843,http://www.toshokan-sensou-movie.com,Released,/q8Bq7yEcMgIJplrQeFOVJyziURw.jpg
12448,tt0257778,The Hunchback of Notre Dame II,The Hunchback of Notre Dame II,"Français, English",The Hunchback of Notre Dame Collection,2002-02-05,"Adventure, Animation, Family, Romance",Miracles Do Happen and True Love Can Come True,"Now that Frollo is gone, Quasimodo rings the bell with the help of his new friend and Esmeralda's and Phoebus' little son, Zephyr. But when Quasi stops by a traveling circus owned by evil magician Sarousch, he falls for Madellaine, Sarouch's assistant.",68 mins,"Walt Disney Pictures, Walt Disney Television Animation, Walt Disney Animation Japan",United States of America,0,0,5.1,156,7.758492,http://movies.disney.com/the-hunchback-of-notre-dame-2,Released,/xgKY2n9uJ9iP7zSOBWt75FNvHnP.jpg
356216,tt2945796,The Rise of the Krays,The Rise of the Krays,English,The Krays Collection,2015-08-29,Crime,Brutal. Notorious. Legendary,"Follows the early years of two unknown 18 year old amateur boxers who quickly fought their way to becoming the most feared and respected villains in all of London. Told through the eyes of a close friend that survived them, we see them rise to infamy through drugs, sex and murder.",110 mins,"Carnaby International, Saracen Films, Torn Pictures",United Kingdom,"2,500,000",0,4.5,19,2.126507,http://www.signature-entertainment.co.uk/film/rise-of-the-krays/,Released,/2PaKVbMWqxgRYZ7hGzUa0b7xwGC.jpg
50087,tt1690470,Pokémon: Zoroark: Master of Illusions,幻影の覇者 ゾロアーク,"English, Italiano, 日本語",Pokémon Collection,2010-07-10,"Adventure, Animation, Family",The Fury Of Zoroark Has Been Unleashed!,"The thirteenth film overall for the long-running series and the fourth movie in the Diamond and Pearl story arc, it includes an upcoming creature from Pokémon Black &amp; White, named Zoroark, as the main character (as well as its pre-evolved form, Zorua). In the movie, Celebi travels to the past to prevent a battle between Raikou, Entei, and Suicune after seeing the future battle in a vision. Meanwhile, Ash, Brock and Dawn make it to Crown City to attend the annual Pokémon Baccer World Cup where they have an encounter with Zorua, who has lost his companion. The town is then attacked by the Legendary Pokémon Raikou, Entei, and Suicune... who are revealed to actually be Zoroark. It is then up to Celebi to appear from the future and help the trio stop the rampaging Pokémon.",96 mins,"TV Tokyo, GameFreak",Japan,0,0,6.4,37,3.686067,http://www.pokemonthemovie.com/zoroark/,Released,/lfZyKCRU7Xm21HNbjLQObZHvMnY.jpg
350499,tt4503906,Pokémon the Movie: Hoopa and the Clash of Ages,ポケモン・ザ・ムービーXY 光輪の超魔神 フーパ,日本語,Pokémon Collection,2015-07-18,"Adventure, Animation, Action",A Power Unbound. A Battle of Legends.,"Ash, Pikachu, and their friends come to a desert city by the sea. Here they meet the Mythical Pokémon Hoopa, which has the ability to summon things—including people and Pokémon—through its magic rings. After a scary incident, they learn of a story about a brave hero who stopped the rampage of a terrifying Pokémon long ago. Now, the threat that has been bottled up for years is in danger of breaking loose again.",73 mins,"TV Tokyo, Oriental Light and Magic, Shogakukan-Shueisha Productions",Japan,"150,000,000",0,6.2,39,3.176182,http://www.pokemon-movie.jp/,Released,/y5DFVX0QTZoVkPB3RFeudufW5fM.jpg
287948,tt2938956,The Transporter Refueled,The Transporter Refueled,English,The Transporter Collection,2015-09-03,"Thriller, Action, Crime",He Delivers.,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.",96 mins,EuropaCorp,"Belgium, China, France","25,000,000","72,629,670",5.3,573,11.007319,http://www.thetransporterrefueled.com/,Released,/zW7oC3tucYLzu77xNbPbYjXUN4o.jpg
86868,tt1794850,La Vérité si je Mens ! 3,La Vérité si je Mens ! 3,Français,Would I Lie to You? Collection,2012-01-31,Comedy,"Truth, we missed you!","Eddie, Dov, Yvan et les autres… Nos chaleureux amis ont migré du Sentier moribond à la banlieue florissante d’Aubervilliers… Là où les vieux entrepreneurs juifs ont laissé le terrain à de jeunes grossistes chinois courageux et dynamiques… La petite bande est toujours aussi soudée, solidaire que lors des épisodes précédents, et la vie suit son cours, au gré des petits évènements familiaux et des affaires. Dov semble toujours frivole, Eddie entreprenant, Yvan transi, Karine désinvolte, Sandra résolue, Chochana naïve, Serge irresponsable et mythomane. Quant à Patrick, il est amoureux et l’heureuse élue est loin d’être facile d’accès. Tout irait pour le mieux jusqu’à ce qu’un vent mauvais apporte son lot d’adversité compromettant sérieusement la cohésion du groupe. Succomberont-ils sous l’orage à la zizanie, ou bien, une fois de plus, à force d’entraide, de ruses et d’habileté, triompheront-ils de la crise avec panache ?",120 mins,"Les Films Manuel Munz, Télégraphe, Vertigo, La Vérité Production",France,"25,496,629","40,924,982",5.3,98,3.81584,http://www.laveritesijemens3.com/,Released,/oavfuwAr7LNWRTX3qwdPWxV4Ywa.jpg
340382,tt4294052,Attack on Titan II: End of the World,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,日本語,Attack on Titan Collection,2015-09-01,"Horror, Science Fiction, Action, Fantasy, Drama",The world is merciless.,"Eren (Haruma Miura) leaves to restore a break in the wall destroyed by a Titan. He comes under attack by the Titans and is cornered. Shikishima (Hiroki Hasegawa) comes to his aid. The titans never stops attacking. Eren is now injured and tries to protect Armin (Kanata Hongo), but is swallowed by a titan. A Titan with black hair appears and begins to expel the other titans.",87 mins,"Toho Company, Nikkatsu, Kôdansha, Licri",Japan,0,0,4.8,67,4.300416,http://www.shingeki-seyo.com/,Released,/i26XqeYsAuZyqIK7dsEXvgajzac.jpg
277967,tt3642618,Life Eternal,Das ewige Leben,"Deutsch, Română, Türkçe",Simon Brenner Collection,2015-03-05,"Comedy, Crime, Thriller",Now something has happened again...,A thriller crime comedy directed by Wolfgang Murnberger.,123 mins,"Dor Film Produktionsgesellschaft GmbH, Dor Film-West Produktionsgesellschaft",Austria,0,0,7.1,29,5.339649,http://www.dasewigeleben.at/,Released,/m1ZSHZXBrL4myBnO3or3a8v9yM1.jpg
297762,tt0451279,Wonder Woman,Wonder Woman,"Deutsch, English",Wonder Woman Collection,2017-05-30,"Action, Adventure, Fantasy",Power. Grace. Wisdom. Wonder.,An Amazon princess comes to the world of Man to become the greatest of the female superheroes.,141 mins,"Dune Entertainment, Atlas Entertainment, Warner Bros., DC Entertainment, Cruel & Unusual Films, TENCENT PICTURES, Wanda Pictures",United States of America,"149,000,000","820,580,447",7.2,"5,025",294.337037,http://www.warnerbros.com/wonder-woman,Released,/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg
312221,tt3076658,Creed,Creed,English,Rocky Collection,2015-11-25,Drama,Your legacy is more than a name,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",133 mins,"New Line Cinema, Warner Bros., Metro-Goldwyn-Mayer (MGM), Chartoff Winkler Productions",United States of America,"37,000,000","173,567,581",7.3,"1,963",33.449723,http://creedthemovie.com/,Released,/hKzhV274pkZBSpXfCjUyzbyYKLl.jpg
48943,tt0163511,Young and Dangerous 5,98古惑仔之龍爭虎鬥,广州话 / 廣州話,Young And Dangerous Collection,1998-01-01,"Action, Crime, Thriller",hong kong triad,"Although Chicken does not make an appearance, Chan Ho Nam finds a new love interest in the form of Mei Ling (Shu Qi). Meanwhile, Tung Sing returns to cause trouble again for Hung Hing, in the form of new leader Szeto Ho Nam (Mark Cheng). Young and Dangerous 5 occurs during the transfer of Hong Kong sovereignty to China, with the ""boys"" becoming ""men"", as they develop and mature into more business-like dealings.",114 mins,,Hong Kong,0,0,6.3,10,3.953902,http://en.wikipedia.org/wiki/Young_and_Dangerous_5,Released,/cLq1qcqLzSU0Oh8oGuG1vxW6LMD.jpg
292177,tt3529198,My Little Pony: Equestria Girls - Rainbow Rocks,My Little Pony: Equestria Girls - Rainbow Rocks,Nederlands,My Little Pony: Equestria Girls Collection,2014-09-27,"Family, Animation, Music","To Restore Harmony, The Bands Must Battle!","Music rules and rainbows rock as Twilight Sparkle and pals compete for the top spot in the Canterlot High ""Mane Event"" talent show. The girls must rock their way to the top, and outshine rival Adagio Dazzle and her band The Dazzlings, to restore harmony back to Canterlot High.",75 mins,"DHX Media, Hasbro Studios","Canada, United States of America",0,0,6.6,19,1.340019,http://www.mlpeg.com,Released,/ehNcNYfmAlDHNWKpEla0kS9C74j.jpg
246594,tt3152098,Mega Shark vs. Mecha Shark,Mega Shark vs. Mecha Shark,English,Mega Shark Collection,2014-01-28,"Action, Science Fiction, Thriller",Monster vs Metal,"When another Mega Shark returns from the depths of the sea, world militaries go on high alert. Ocean traffic grinds to a standstill as everyone lives in fear of the insatiable beast. Out of options, the US government unleashes the top secret Mecha Shark project -- a mechanical shark built to have the same exact characteristics as Mega. A pair of scientists pilot the mechanical creature as they fight Mega in a pitched battle to save the planet. But when faulty mechanics cause the Mecha to go after humans, the scientists must somehow guide Mega to Mecha in hopes that the two titans will kill each other - or risk untold worldwide destruction.",90 mins,"Asylum, The",United States of America,0,0,3.1,29,2.251209,http://www.theasylum.cc/product.php?id=242,Released,/aD8VXYRfwJbeXOBRhuZR2PJ2FHC.jpg
329833,tt1608290,Zoolander 2,Zoolander 2,English,Zoolander Collection,2016-02-06,Comedy,Long time no Z,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,100 mins,"Scott Rudin Productions, Red Hour Films",United States of America,"50,000,000","55,969,000",4.7,814,10.155109,http://www.zoolander.com/,Released,/u2s2WOskiEH71WbGCZehZ0shduO.jpg
140300,tt2267968,Kung Fu Panda 3,Kung Fu Panda 3,English,Kung Fu Panda Collection,2016-01-23,"Action, Adventure, Animation, Comedy, Family",Grab destiny by the rice dumplings.,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",95 mins,"Twentieth Century Fox Film Corporation, DreamWorks Animation, China Film Co., Oriental DreamWorks","China, United States of America","145,000,000","521,170,825",6.7,"1,630",14.696548,http://www.kungfupanda.com/,Released,/MZFPacfKzgisnPoJIPEFZUXBBT.jpg
98440,tt1320113,Thou Shalt Laugh 3,Thou Shalt Laugh 3,English,Thou Shalt Laugh Collection,2008-11-04,Comedy,The Next PRETTY-MUCH-PERFECT Installment in the Best-selling Stand-up Comedy Series,"New from the #1 family comedy series of all-time! Thou Shalt Laugh 3 is a bold, entertaining addition to the hit series that has sold over 250,000 units since it's debut in 2007. Hosted by award-winning comedian and actor Sinbad (who does an all improv set), Thou Shalt Laugh 3 also features series favorites Taylor Mason (Last Comic Standing) and Thor Ramsey (-clever and pointed - The Washington Post) who perform all-new, side-splitting material. New to Thou Shalt Laugh 3 are hot, rising comedians Lisa Alvarado (Last Comic Standing L.A. winner), Leanne Morgan and Horace H.B. Sanders. Funny, smart and edgy, Thou Shalt Laugh 3 offers 94 minutes of laughs with something for every member of the family.",94 mins,,,0,0,0.0,0,0.005409,http://www.thoushaltlaugh.com/,Released,/sWrrBsg3Ulmb1At2v6W6iI3wEWF.jpg
98439,tt1128079,Thou Shalt Laugh 2 - The Deuce,Thou Shalt Laugh 2 - The Deuce,English,Thou Shalt Laugh Collection,2007-11-07,Comedy,"Seven of the funniest Christian Comedians on earth, and hosted by Tim Conway.","Hot on the heels of the hit DVD Thou Shalt Laugh comes the newest and funniest of this great new series, Thou Shalt Laugh The Deuce. Brought to you by the producers of the Blue Collar Comedy Tour and hosted by five time Emmy Award winning comedian Tim Conway, TSL the Deuce is 90 minutes of fun for the entire family!",90 mins,Phil Cooke Pictures,United States of America,0,0,0.0,0,0.003741,http://www.thoushaltlaugh.com/,Released,/i5T10RRjnlcZvPUjttA8F60tTKa.jpg
323675,tt2869728,Ride Along 2,Ride Along 2,English,Ride Along Collection,2016-01-14,"Action, Comedy",The brothers-in-law are back,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",102 mins,"Universal Pictures, Cube Vision, Will Packer Productions, Reel Chefs Catering",United States of America,"40,000,000","124,827,316",6.1,567,9.420931,http://www.ridealong.com/,Released,/A739odgY2FjoLvYLYdypUc6GpaY.jpg
267860,tt3300542,London Has Fallen,London Has Fallen,English,... Has Fallen Collection,2016-03-02,"Action, Crime, Thriller",The world's leaders have assembled. So have their enemies.,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",99 mins,"Millennium Films, LHF Film, Gerard Butler Alan Siegel Entertainment, Nu Boyana Film Studios","Bulgaria, United States of America, United Kingdom","60,000,000","205,754,447",5.8,"1,656",15.037993,https://www.facebook.com/LondonHasFallenOfficial,Released,/9j2AmDhZvdwMyYKpqe4CtBkN1Tw.jpg
76784,tt1307859,All Stars 2: Old Stars,All Stars 2: Old Stars,Nederlands,All Stars Collectie,2011-10-10,"Comedy, Drama",All Stars 2 Old Stars II,"In All Stars 2 Old Stars, the unexpected wedding of one of the boys means they treat themselves to an ‘old-fashioned training camp’ in the form of a long weekend in Barcelona. The match between Barcelona and Real Madrid is meant to be the high point of the trip. But of course not everything goes according to plan for the Swift Boys.",123 mins,M&B FILM3 BV,Netherlands,0,0,6.8,10,1.186702,http://www.allstars2.nl/,Released,/6NKuAQmfbt81jVrsVYgXKmwrhFQ.jpg
382581,tt5475710,Monster High Great Scarrier Reef,Monster High: Great Scarrier Reef,"English, Español",Monster High Collection,2016-02-12,"Family, Animation",You won't believe what awaits you under the waves!,"Join the Monster High ghouls on an all new aquatic adventure as they dive deep into the crystal deep blue waters of the Great Scarrier Reef. When the ghouls get pulled in the school pool, they find themselves transported to a world of corals and florals - a wild underwater wonderland! But Lagoona is not there to see the sights - she's on a mission of the heart, as she realizes she has come home! She must confront her childhood nemesis and bully, come to terms with her own freaky flaws, win an aquatic dance extravaganza, and fight a terrible beast from the deep. So take the plunge - you won't believe what awaits you under the waves!",69 mins,Mattel Entertainment,United States of America,0,0,7.2,11,2.586309,http://origin.monsterhigh.com/en-us/index.html,Released,/1GOqCPnvnBYiqjuJ0T25jT5UBeC.jpg
290595,tt2381991,The Huntsman: Winter's War,The Huntsman: Winter's War,English,The Huntsman Collection,2016-04-06,"Action, Adventure, Drama",The story before Snow White,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",114 mins,"Universal Pictures, Perfect World Pictures, Roth Films",United States of America,"115,000,000","164,602,163",6.0,"1,575",17.260203,http://www.thehuntsmanmovie.com/,Released,/b77l5vmp6PYsc98LE6Uf1mXtmHh.jpg
325133,tt4438848,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,English,Neighbors Collection,2016-05-04,Comedy,New neighbors.,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,91 mins,"Universal Pictures, Perfect World Pictures, Point Grey Pictures, Good Universe",United States of America,"35,000,000","108,758,521",5.6,"1,490",9.914008,http://www.neighbors-movie.com/,Released,/bWUeJHbKIyT306WtJFRHoSzX9nk.jpg
60964,tt1566528,Macross Frontier: The Wings of Goodbye,劇場版 マクロスF 恋離飛翼 ～サヨナラノツバサ～,日本語,Macross Frontier Collection,2011-02-26,"Action, Animation, Romance",The end of triangle,"Picking up from where the previous movie left off, Ranka's star career flourishes while Sheryl's health rapidly deteriorates after collapsing during a live performance. At the same time, separate factions are maneuvering behind the scenes seeking to control the Vajra horde by utilizing the singing abilities of the two songstresses. As the entire Macross Frontier fleet begins to wage its final war on the Vajra, Alto finally makes a choice between Ranka and Sheryl.",115 mins,"Gonzo, Big West, Satelight, 8bit",Japan,0,0,5.8,3,1.032299,http://www.macrossf.com/movie2/,Released,/ejwVp7OuHzHn7qIocmfFReJRUWF.jpg
127380,tt2277860,Finding Dory,Finding Dory,English,Finding Nemo Collection,2016-06-16,"Adventure, Animation, Comedy, Family",An unforgettable journey she probably won't remember.,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,97 mins,"Walt Disney Pictures, Pixar Animation Studios, Hurwitz Creative",United States of America,"200,000,000","1,028,570,889",6.8,"4,333",14.477677,http://movies.disney.com/finding-dory,Released,/z09QAf8WbZncbitewNk6lKYMZsh.jpg
258509,tt2974918,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,English,Alvin and the Chipmunks Collection,2015-12-17,"Adventure, Animation, Comedy, Family",Fast & furry-ous,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",92 mins,"Regency Enterprises, Fox 2000 Pictures, Sunswept Entertainment, Bagdasarian Productions, TSG Entertainment",United States of America,0,"233,755,553",5.7,438,14.307672,http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,Released,/Lg83xE4X2EBiXkA1ZCu6dFOjSx.jpg
241259,tt2567026,Alice Through the Looking Glass,Alice Through the Looking Glass,English,Alice in Wonderland Collection,2016-05-25,"Family, Fantasy",It's time for a little madness.,"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.",113 mins,"Walt Disney Pictures, Team Todd, Tim Burton Productions, Roth Films, Legend3D","United Kingdom, United States of America","170,000,000","299,370,084",6.5,"1,782",14.61608,http://movies.disney.com/alice-through-the-looking-glass,Released,/7rfucKCjV01OEsGr9grXa34Aywd.jpg
291805,tt3110958,Now You See Me 2,Now You See Me 2,"普通话, English",Now You See Me Collection,2016-06-02,"Action, Adventure, Comedy, Crime, Mystery, Thriller",You Haven't Seen Anything Yet,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",129 mins,"Summit Entertainment, Lionsgate, K/O Paper Products, TIK Films","Canada, China, United Kingdom, United States of America","90,000,000","334,901,337",6.7,"3,362",39.540653,http://nowyouseeme.movie,Released,/hU0E130tsGdsYa4K9lc3Xrn5Wyt.jpg
308531,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,English,Teenage Mutant Ninja Turtles (Remake) Collection,2016-06-01,"Fantasy, Action, Adventure, Comedy",Raise some shell.,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",112 mins,"Paramount Pictures, Nickelodeon Movies, Platinum Dunes, 5150 Action, Gama Entertainment Partners","China, United States of America, Hong Kong","135,000,000","245,623,848",5.8,984,13.047776,http://www.teenagemutantninjaturtlesmovie.com/,Released,/5BCpxPLyp4wGcTribpZ6WtNkVJ5.jpg
34598,tt0101857,Fast Getaway,Fast Getaway,"English, Deutsch",Fast Getaway Collection,1991-03-14,"Action, Comedy, Crime","Corey Haim Is the right guy, in the right place, at the right time. All he needed was a ...fast getaway","Nelson, played by Corey Haim is a teenager who robs banks with his father in group along with two other friends. Corey Haim Is the right guy, in the right place, at the right time. All he needed was a ...fast getaway",86 mins,Cinetel Films,United States of America,0,0,6.2,5,0.953081,http://www.imdb.com/title/tt0101857/,Released,/2cmO080DNyJCVJjusf5EUjvV5aD.jpg
259693,tt3065204,The Conjuring 2,The Conjuring 2,English,The Conjuring Collection,2016-05-13,Horror,The next true story from the case files of Ed and Lorraine Warren,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,134 mins,"New Line Cinema, Dune Entertainment, The Safran Company, Evergreen Media Group, warner bross Turkey, Soho VFX, Atomic Monster","Canada, United States of America","40,000,000","320,170,008",7.0,"2,018",14.767317,http://www.warnerbros.com/conjuring-2,Released,/e3lBJCedHnZPfNfmBArKHZXXNC0.jpg
43074,tt1289401,Ghostbusters,Ghostbusters,English,Ghostbusters Collection,2016-07-14,"Action, Fantasy, Comedy",Who You Gonna Call?,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",116 mins,"Columbia Pictures, Village Roadshow Pictures, Montecito Picture Company, The, LStar Capital, Feigco Entertainment, Pascal Pictures, Ghostcorps",United States of America,"144,000,000","229,147,509",5.3,"2,203",17.162744,http://www.ghostbusters.com/,Released,/4qnJ1hsMADxzwnOmnwjZTNp0rKT.jpg
324668,tt4196776,Jason Bourne,Jason Bourne,English,The Bourne Collection,2016-07-27,"Action, Thriller",You know his name,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,123 mins,"The Kennedy/Marshall Company, Captivate Entertainment, Pearl Street Films, Double Negative, Perfect World (Beijing) Pictures Co.","United Kingdom, United States of America, China","120,000,000","415,484,914",5.9,"2,386",19.133256,http://www.jasonbournemovie.com,Released,/lFSSLTlFozwpaGlO31OoUeirBgQ.jpg
316727,tt4094724,The Purge: Election Year,The Purge: Election Year,English,The Purge Collection,2016-06-29,"Action, Horror, Thriller",Keep America great,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",105 mins,"Universal Pictures, Why Not Productions, Platinum Dunes, Blumhouse Productions","France, United States of America","10,000,000","118,587,880",6.1,"1,356",13.1789,http://www.purgeelectionyear.com,Released,/bjOJFjUffRZQpNQ9g3yvc9F6LBM.jpg
278154,tt3416828,Ice Age: Collision Course,Ice Age: Collision Course,English,Ice Age Collection,2016-06-23,"Adventure, Animation, Family, Comedy",One small step. One giant mess.,"Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and encountering a host of colorful new characters.",100 mins,"Blue Sky Studios, Twentieth Century Fox Animation",United States of America,"105,000,000","408,579,038",5.6,"1,170",20.151037,http://www.iceagemovies.com/films/ice-age-collision-course,Released,/gRi7lTBBiRBhn9aJID5MdldcJEJ.jpg
